Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
PAYMENT,4,4,-682.4299927,454.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Christopher,293,Prince,XXXXXXXXX,Corporate,PR,1974 Stony Wharf,725.0,3,Footwear,18.276577,-66.03588104,LATAM,Mixco,Guatemala,293,2/19/2017 10:07,53463,191,45.0,0.090000004,133590,99.98999786,-1.5,5,499.9500122,454.9500122,-682.4299927,Central America,Guatemala,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/23/2017 10:07,Standard Class
PAYMENT,5,4,217.4799957,434.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Albert,11511,Hale,XXXXXXXXX,Corporate,PR,10 Tawny Brook Canyon,725.0,3,Footwear,18.28265572,-66.37059021,LATAM,La Paz,Bolivia,11511,2/28/2017 8:10,54074,191,64.98999786,0.129999995,135205,99.98999786,0.5,5,499.9500122,434.9599915,217.4799957,South America,La Paz,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/5/2017 8:10,Standard Class
PAYMENT,6,4,195.7299957,434.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,10620,Smith,XXXXXXXXX,Corporate,PR,3931 Green Concession,725.0,3,Footwear,18.2719574,-66.37052918,LATAM,Colombo,Brasil,10620,3/5/2015 18:39,4370,191,64.98999786,0.129999995,10949,99.98999786,0.449999988,5,499.9500122,434.9599915,195.7299957,South America,Paraná,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/11/2015 18:39,Standard Class
PAYMENT,3,4,120.3399963,414.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,10356,Ho,XXXXXXXXX,Corporate,PR,7957 Merry Common,725.0,3,Footwear,18.25184822,-66.3705368,LATAM,Holguín,Cuba,10356,3/17/2015 2:52,5147,191,84.98999786,0.170000002,12858,99.98999786,0.289999992,5,499.9500122,414.9599915,120.3399963,Caribbean,Holguín,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/20/2015 2:52,Standard Class
PAYMENT,5,4,199.1799927,414.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Helen,4404,Smith,XXXXXXXXX,Corporate,PR,3309 Harvest Thicket,725.0,3,Footwear,18.26175499,-66.37062836,LATAM,Miramar,México,4404,4/22/2015 22:26,7669,191,84.98999786,0.170000002,19193,99.98999786,0.479999989,5,499.9500122,414.9599915,199.1799927,Central America,Tamaulipas,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,4/27/2015 22:26,Standard Class
PAYMENT,3,4,131.1900024,409.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,10356,Ho,XXXXXXXXX,Corporate,PR,7957 Merry Common,725.0,3,Footwear,18.25184822,-66.3705368,LATAM,Holguín,Cuba,10356,3/17/2015 2:52,5147,191,89.98999786,0.180000007,12857,99.98999786,0.319999993,5,499.9500122,409.9599915,131.1900024,Caribbean,Holguín,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/20/2015 2:52,Standard Class
PAYMENT,3,4,102.4899979,409.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Teresa,9863,Smith,XXXXXXXXX,Corporate,PR,903 Foggy Turnabout,725.0,3,Footwear,18.27975082,-66.3705368,LATAM,La Ceiba,Honduras,9863,5/23/2015 22:13,9792,191,89.98999786,0.180000007,24445,99.98999786,0.25,5,499.9500122,409.9599915,102.4899979,Central America,Atlántida,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/26/2015 22:13,Standard Class
PAYMENT,5,4,138.5700073,409.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Charles,12398,Johnson,XXXXXXXXX,Corporate,PR,9959 Old Walk,725.0,3,Footwear,18.20872498,-66.37056732,LATAM,Nuevo Laredo,México,12398,2/19/2015 9:12,3384,191,89.98999786,0.180000007,8395,99.98999786,0.340000004,5,499.9500122,409.9599915,138.5700073,Central America,Tamaulipas,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/24/2015 9:12,Standard Class
PAYMENT,2,4,-1086.390015,409.9599915,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Catherine,11902,Tucker,XXXXXXXXX,Corporate,PR,7489 Crystal Treasure Run,725.0,3,Footwear,18.29609489,-66.37055206,LATAM,Buenos Aires,Argentina,11902,3/4/2015 18:28,4301,191,89.98999786,0.180000007,10772,99.98999786,-2.650000095,5,499.9500122,409.9599915,-1086.390015,South America,Buenos Aires,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/6/2015 18:28,Standard Class
PAYMENT,6,4,125.1900024,399.9599915,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Andrew,5042,Garner,XXXXXXXXX,Corporate,PR,3088 Cinder Ridge,725.0,3,Footwear,18.21641159,-66.3705368,LATAM,Mexico City,México,5042,3/11/2015 13:02,4765,191,99.98999786,0.200000003,11935,99.98999786,0.310000002,5,499.9500122,399.9599915,125.1900024,Central America,Distrito Federal,PENDING_PAYMENT,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,3/17/2015 13:02,Standard Class
PAYMENT,6,4,-8.699999809,299.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Beverly,7533,Cantrell,XXXXXXXXX,Corporate,PR,1284 High Apple Highlands,725.0,4,Apparel,18.24912262,-66.3705368,LATAM,Managua,Nicaragua,7533,1/8/2015 10:19,510,365,0.0,0.0,1265,59.99000168,-0.029999999,5,299.9500122,299.9500122,-8.699999809,Central America,Managua,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/14/2015 10:19,Standard Class
PAYMENT,5,4,134.9799957,299.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Louis,9546,Holland,XXXXXXXXX,Corporate,PR,473 Silent Ledge,725.0,4,Apparel,18.29210854,-66.37055969,LATAM,Santa Ana,El Salvador,9546,4/30/2017 19:07,58284,365,0.0,0.0,145851,59.99000168,0.449999988,5,299.9500122,299.9500122,134.9799957,Central America,Santa Ana,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/5/2017 19:07,Standard Class
PAYMENT,5,4,-514.4099731,293.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Catherine,5207,Erickson,XXXXXXXXX,Corporate,PR,5840 Pleasant Link,725.0,4,Apparel,18.29409218,-66.37052155,LATAM,Guasave,México,5207,2/24/2017 0:49,53779,365,6.0,0.02,134449,59.99000168,-1.75,5,299.9500122,293.9500122,-514.4099731,Central America,Sinaloa,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/1/2017 0:49,Standard Class
PAYMENT,2,4,-232.7599945,290.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,637,Smith,XXXXXXXXX,Corporate,PR,9879 Lazy Horse Mall ,725.0,4,Apparel,18.35915947,-66.07789612,LATAM,Paraná,Argentina,637,3/1/2015 23:54,4111,365,9.0,0.029999999,10249,59.99000168,-0.800000012,5,299.9500122,290.9500122,-232.7599945,South America,Entre Ríos,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/3/2015 23:54,Standard Class
PAYMENT,6,4,17.67000008,284.9500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,David,6566,Beck,XXXXXXXXX,Corporate,PR,3741 Green Parade,725.0,4,Apparel,18.2454567,-66.3705368,LATAM,Zapopan,México,6566,6/12/2017 5:13,61190,365,15.0,0.050000001,153070,59.99000168,0.059999999,5,299.9500122,284.9500122,17.67000008,Central America,Jalisco,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,6/18/2017 5:13,Standard Class
PAYMENT,6,4,14.17000008,283.4500122,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,9872,Aguilar,XXXXXXXXX,Corporate,PR,9595 Blue Promenade,725.0,4,Apparel,18.26501656,-66.37059784,LATAM,San Francisco del Rincón,México,9872,3/13/2017 11:50,54975,365,16.5,0.059999999,137488,59.99000168,0.050000001,5,299.9500122,283.4500122,14.17000008,Central America,Guanajuato,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/19/2017 11:50,Standard Class
PAYMENT,4,4,66.38999939,278.9500122,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,2911,Smith,XXXXXXXXX,Corporate,PR,9166 Golden Nectar Corner,725.0,4,Apparel,18.22272873,-66.37052918,LATAM,Guantánamo,Cuba,2911,2/1/2017 12:56,52238,365,21.0,0.07,130508,59.99000168,0.239999995,5,299.9500122,278.9500122,66.38999939,Caribbean,Guantánamo,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/5/2017 12:56,Standard Class
PAYMENT,2,4,131.0200043,272.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Edward,5807,Silva,XXXXXXXXX,Corporate,PR,1173 Iron Terrace,725.0,4,Apparel,18.21446037,-66.37059784,LATAM,Granada,Nicaragua,5807,3/1/2017 11:09,54151,365,27.0,0.090000004,135405,59.99000168,0.479999989,5,299.9500122,272.9500122,131.0200043,Central America,Granada,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/3/2017 11:09,Standard Class
PAYMENT,3,4,91.77999878,269.9599915,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Christine,4051,Barrera,XXXXXXXXX,Corporate,PR,872 Quaking Bluff Freeway,725.0,4,Apparel,18.25281525,-66.37056732,LATAM,Santa Ana,El Salvador,4051,5/17/2017 2:48,59402,365,30.0,0.100000001,148714,59.99000168,0.340000004,5,299.9500122,269.9599915,91.77999878,Central America,Santa Ana,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/20/2017 2:48,Standard Class
PAYMENT,3,4,29.48999977,260.9599915,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,10356,Ho,XXXXXXXXX,Corporate,PR,7957 Merry Common,725.0,4,Apparel,18.25184822,-66.3705368,LATAM,Holguín,Cuba,10356,3/17/2015 2:52,5147,365,38.99000168,0.129999995,12855,59.99000168,0.109999999,5,299.9500122,260.9599915,29.48999977,Caribbean,Holguín,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/20/2015 2:52,Standard Class
PAYMENT,2,4,65.23999786,260.9599915,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,1783,Cooper,XXXXXXXXX,Corporate,PR,9590 Dewy Hills Wharf,725.0,4,Apparel,18.23269081,-66.37059784,LATAM,Caucaia,Brasil,1783,3/23/2015 21:25,5611,365,38.99000168,0.129999995,13994,59.99000168,0.25,5,299.9500122,260.9599915,65.23999786,South America,Ceará,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/25/2015 21:25,Standard Class
PAYMENT,3,4,28.12999916,248.9600067,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,7646,Smith,XXXXXXXXX,Corporate,PR,4291 Dewy Hickory Ramp,725.0,4,Apparel,18.26909638,-66.37059784,LATAM,Curitiba,Brasil,7646,1/22/2015 0:50,1442,365,50.99000168,0.170000002,3587,59.99000168,0.109999999,5,299.9500122,248.9600067,28.12999916,South America,Paraná,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/25/2015 0:50,Standard Class
PAYMENT,3,4,81.16999817,245.9600067,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,83,Wong,XXXXXXXXX,Corporate,PR,8584 Lazy Via,725.0,4,Apparel,18.25025749,-66.05857849,LATAM,Palma Soriano,Cuba,83,1/22/2017 5:36,51532,365,53.99000168,0.180000007,128780,59.99000168,0.330000013,5,299.9500122,245.9600067,81.16999817,Caribbean,Santiago de Cuba,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/25/2017 5:36,Standard Class
PAYMENT,5,4,-313.6000061,245.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Joseph,4358,Pena,XXXXXXXXX,Corporate,PR,851 Green Prairie Park,725.0,4,Apparel,18.21115685,-66.37062836,LATAM,Cancún,México,4358,2/15/2017 17:07,53209,365,53.99000168,0.180000007,132954,59.99000168,-1.279999971,5,299.9500122,245.9600067,-313.6000061,Central America,Quintana Roo,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/20/2017 17:07,Standard Class
PAYMENT,3,4,66.41000366,245.9600067,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,7646,Smith,XXXXXXXXX,Corporate,PR,4291 Dewy Hickory Ramp,725.0,4,Apparel,18.26909638,-66.37059784,LATAM,Curitiba,Brasil,7646,1/22/2015 0:50,1442,365,53.99000168,0.180000007,3586,59.99000168,0.270000011,5,299.9500122,245.9600067,66.41000366,South America,Paraná,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/25/2015 0:50,Standard Class
PAYMENT,2,4,64.79000092,239.9600067,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Amber,9000,White,XXXXXXXXX,Corporate,PR,10 Pleasant Prairie Link,725.0,4,Apparel,18.24868965,-66.37050629,LATAM,Tegucigalpa,Honduras,9000,4/24/2017 21:56,57881,365,59.99000168,0.200000003,144818,59.99000168,0.270000011,5,299.9500122,239.9600067,64.79000092,Central America,Francisco Morazán,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/26/2017 21:56,Standard Class
PAYMENT,6,4,83.98999786,239.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Jack,614,Benson,XXXXXXXXX,Corporate,PR,9181 Colonial Bear Lookout,725.0,4,Apparel,18.35902596,-66.07792664,LATAM,Mexico City,México,614,2/25/2017 5:12,53860,365,59.99000168,0.200000003,134663,59.99000168,0.349999994,5,299.9500122,239.9600067,83.98999786,Central America,Distrito Federal,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/3/2017 5:12,Standard Class
PAYMENT,5,4,18.0,239.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,10046,Smith,XXXXXXXXX,Corporate,PR,8407 Colonial Cloud Mall ,725.0,4,Apparel,18.2917347,-66.3705368,LATAM,San Pedro Sula,Honduras,10046,3/15/2015 21:47,5064,365,59.99000168,0.200000003,12667,59.99000168,0.079999998,5,299.9500122,239.9600067,18.0,Central America,Cortés,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/20/2015 21:47,Standard Class
PAYMENT,6,4,44.99000168,224.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,George,4197,Smith,XXXXXXXXX,Corporate,PR,5514 Fallen Round,725.0,4,Apparel,18.26736641,-66.37055206,LATAM,Buenos Aires,Argentina,4197,5/1/2015 20:30,8280,365,74.98999786,0.25,20694,59.99000168,0.200000003,5,299.9500122,224.9600067,44.99000168,South America,Buenos Aires,PENDING_PAYMENT,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/7/2015 20:30,Standard Class
PAYMENT,4,4,68.58000183,195.9499969,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Brandon,1606,Smith,XXXXXXXXX,Corporate,PR,6141 Clear Fox Vista,725.0,5,Golf,18.21065521,-66.37059784,LATAM,Masaya,Nicaragua,1606,3/7/2015 8:29,4478,627,4.0,0.02,11206,39.99000168,0.349999994,5,199.9499969,195.9499969,68.58000183,Central America,Masaya,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,3/11/2015 8:29,Standard Class
PAYMENT,3,4,67.18000031,191.9499969,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Emma,1742,Ellis,XXXXXXXXX,Corporate,PR,1964 Round Run,725.0,5,Golf,18.28395844,-66.37057495,LATAM,Mixco,Guatemala,1742,4/19/2017 10:54,57507,627,8.0,0.039999999,143863,39.99000168,0.349999994,5,199.9499969,191.9499969,67.18000031,Central America,Guatemala,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/22/2017 10:54,Standard Class
PAYMENT,3,4,21.12000084,240.0,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Rose,5030,Harper,XXXXXXXXX,Corporate,PR,3671 Silver Village,725.0,5,Golf,18.24529076,-66.37052155,LATAM,Limoeiro do Norte,Brasil,5030,6/13/2017 23:58,61312,502,10.0,0.039999999,153384,50.0,0.090000004,5,250.0,240.0,21.12000084,South America,Ceará,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,6/16/2017 23:58,Standard Class
PAYMENT,5,4,-54.95999908,240.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Philip,1062,Smith,XXXXXXXXX,Corporate,PR,3884 Golden Landing,725.0,5,Golf,18.20492935,-66.37062836,LATAM,Medellín,Colombia,1062,3/9/2017 23:24,54734,502,10.0,0.039999999,136885,50.0,-0.230000004,5,250.0,240.0,-54.95999908,South America,Antioquía,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/14/2017 23:24,Standard Class
PAYMENT,3,4,116.3799973,237.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Richard,7669,Patton,XXXXXXXXX,Corporate,PR,8004 Colonial River Square,725.0,5,Golf,18.26851845,-66.37059021,LATAM,Ilopango,El Salvador,7669,3/9/2017 20:57,54727,502,12.5,0.050000001,136868,50.0,0.49000001,5,250.0,237.5,116.3799973,Central America,San Salvador,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/12/2017 20:57,Standard Class
PAYMENT,5,4,114.0,237.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Alexander,11773,Santos,XXXXXXXXX,Corporate,PR,8435 Green Route,725.0,5,Golf,18.27088738,-66.37062073,LATAM,Tegucigalpa,Honduras,11773,2/27/2015 13:24,3944,502,12.5,0.050000001,9798,50.0,0.479999989,5,250.0,237.5,114.0,Central America,Francisco Morazán,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/4/2015 13:24,Standard Class
PAYMENT,3,4,85.02999878,188.9499969,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Christine,4051,Barrera,XXXXXXXXX,Corporate,PR,872 Quaking Bluff Freeway,725.0,5,Golf,18.25281525,-66.37056732,LATAM,Santa Ana,El Salvador,4051,5/17/2017 2:48,59402,627,11.0,0.059999999,148715,39.99000168,0.449999988,5,199.9499969,188.9499969,85.02999878,Central America,Santa Ana,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,5/20/2017 2:48,Standard Class
PAYMENT,5,4,81.37999725,232.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,3648,Parker,XXXXXXXXX,Corporate,PR,726 Old Deer Carrefour,725.0,5,Golf,18.28352356,-66.37063599,LATAM,Celaya,México,3648,4/13/2017 11:58,57099,502,17.5,0.07,142815,50.0,0.349999994,5,250.0,232.5,81.37999725,Central America,Guanajuato,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/18/2017 11:58,Standard Class
PAYMENT,6,4,74.40000153,232.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Christian,11285,Smith,XXXXXXXXX,Corporate,PR,6036 Grand Log Path,725.0,5,Golf,18.24398994,-66.37051392,LATAM,San Luis Potosí,México,11285,3/17/2017 8:40,55240,502,17.5,0.07,138149,50.0,0.319999993,5,250.0,232.5,74.40000153,Central America,San Luis Potosí,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/23/2017 8:40,Standard Class
PAYMENT,3,4,85.54000092,185.9499969,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,7028,Edwards,XXXXXXXXX,Corporate,PR,2692 Cozy Autumn Extension,725.0,5,Golf,18.2899704,-66.37050629,LATAM,Buenos Aires,Argentina,7028,5/13/2015 20:29,9102,627,14.0,0.07,22699,39.99000168,0.460000008,5,199.9499969,185.9499969,85.54000092,South America,Buenos Aires,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,5/16/2015 20:29,Standard Class
PAYMENT,4,4,50.04000092,181.9499969,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Lisa,1102,Hensley,XXXXXXXXX,Corporate,PR,1790 Noble Brook Run,725.0,5,Golf,18.28246307,-66.37063599,LATAM,São Paulo,Brasil,1102,2/21/2015 18:40,3548,627,18.0,0.090000004,8830,39.99000168,0.280000001,5,199.9499969,181.9499969,50.04000092,South America,São Paulo,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2/25/2015 18:40,Standard Class
PAYMENT,5,4,79.62999725,227.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Andrew,4773,Smith,XXXXXXXXX,Corporate,PR,2563 Pleasant Quail Highway,725.0,5,Golf,18.24594116,-66.37058258,LATAM,Santiago de Chile,Chile,4773,2/24/2017 18:20,53829,502,22.5,0.090000004,134574,50.0,0.349999994,5,250.0,227.5,79.62999725,South America,Santiago de Chile,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,3/1/2017 18:20,Standard Class
PAYMENT,6,4,19.79999924,225.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,4406,Smith,XXXXXXXXX,Corporate,PR,9299 Grand Branch Route,725.0,5,Golf,18.26360703,-66.37056732,LATAM,La Paz,México,4406,2/18/2017 8:32,53390,502,25.0,0.100000001,133398,50.0,0.090000004,5,250.0,225.0,19.79999924,Central America,Baja California Sur,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,2/24/2017 8:32,Standard Class
